ID_IND,ID_Strain,POP,DAPC
IND660,HpGP-FRA-014,hspNEurope,3
IND661,HpGP-USA-101,hspNEurope,3
IND662,HpGP-USA-123,hspNEurope,3
IND663,SSR8,hspNEurope,3
IND664,444,hspNEurope,3
IND665,HpGP-GER-013,hspNEurope,3
IND666,SW21C,hspNEurope,3
IND667,HpGP-SWT-011,hspNEurope,3
IND668,SW7C,hspNEurope,3
IND669,448,hspNEurope,3
IND670,26695,hspNEurope,3
IND671,HpGP-26695-ATCC,hspNEurope,3
IND672,HpGP-IDN-004,hspNEurope,3
IND673,HpGP-SWE-030,hspNEurope,3
IND674,HpGP-SWE-005,hspNEurope,3
IND675,HpGP-SWE-015,hspNEurope,3
IND676,HpGP-SWE-025,hspNEurope,3
IND677,HpGP-SWE-016,hspNEurope,3
IND678,HE-NC24-6,hspNEurope,3
IND679,HpGP-SWE-007,hspNEurope,3
IND680,HpGP-SWE-002,hspNEurope,3
IND681,HPAG1,hspNEurope,3
IND682,HpGP-SWE-031,hspNEurope,3
IND683,HpGP-SWE-008,hspNEurope,3
IND684,HpGP-SWE-010,hspNEurope,3
IND685,HpGP-SWE-036,hspNEurope,3
IND686,HpGP-SWE-032,hspNEurope,3
IND687,HpGP-SWE-017,hspNEurope,3
IND688,HE-C33,hspNEurope,3
IND689,HE-C50,hspNEurope,3
IND690,HpGP-SWE-022,hspNEurope,3
IND691,HpGP-SWE-034,hspNEurope,3
IND692,HpGP-SWE-033,hspNEurope,3
IND693,HpGP-SWE-013,hspNEurope,3
IND694,HpGP-SWE-024,hspNEurope,3
IND695,HpGP-SWE-027,hspNEurope,3
IND696,HpGP-SWE-001,hspNEurope,3
IND697,HpGP-SWE-019,hspNEurope,3
IND698,HpGP-SWE-028,hspNEurope,3
IND699,HE-NC32-5,hspNEurope,3
IND700,HpGP-SWE-014,hspNEurope,3
IND701,HpGP-SWE-026,hspNEurope,3
IND702,HpGP-CAN-026,hspNEurope,3
IND703,HpGP-CAN-025,hspNEurope,3
IND704,HpGP-CAN-022,hspNEurope,3
IND705,HpGP-CAN-008,hspNEurope,3
IND706,HpGP-CAN-014,hspNEurope,3
IND707,HpGP-CAN-017,hspNEurope,3
IND708,HpGP-ISL-003,hspNEurope,3
IND709,HpGP-ISL-011,hspNEurope,3
IND710,HpGP-ISL-007,hspNEurope,3
IND711,HpGP-ISL-006,hspNEurope,3
IND712,HpGP-ISL-009,hspNEurope,3
IND713,HpGP-ISL-008,hspNEurope,3
IND714,HpGP-ISL-010,hspNEurope,3
IND715,HpGP-ISL-002,hspNEurope,3
IND716,HpGP-ISL-004,hspNEurope,3
IND717,HpGP-ISL-005,hspNEurope,3
IND718,HpGP-ISL-001,hspNEurope,3
IND719,HpGP-SWE-021,hspNEurope,3
IND720,SSR5,hspNEurope,3
IND721,SSR7,hspNEurope,3
IND722,HpGP-SWE-018,hspNEurope,3
IND723,SSR3,hspNEurope,3
IND724,SSR9,hspNEurope,3
IND725,HpGP-COL-102,hspAfrica1MiscAmerica,2
IND726,HpGP-COL-006,hspAfrica1MiscAmerica,2
IND727,HpGP-COL-108,hspAfrica1MiscAmerica,2
IND728,HpGP-COL-109,hspAfrica1MiscAmerica,2
IND729,HpGP-SPA-609,hspAfrica1MiscAmerica,2
IND730,HpGP-COL-206,hspAfrica1MiscAmerica,1
IND731,HpGP-NGA-010,hspAfrica1MiscAmerica,1
IND732,HpGP-NGA-006,hspAfrica1MiscAmerica,1
IND733,HpGP-HON-014,hspAfrica1MiscAmerica,2
IND734,HpGP-COL-003,hspAfrica1MiscAmerica,2
IND735,HpGP-HON-006,hspAfrica1MiscAmerica,1
IND736,HpGP-HON-013,hspAfrica1MiscAmerica,2
IND737,Nic29_A,hspAfrica1MiscAmerica,2
IND738,Nic24_A,hspAfrica1MiscAmerica,2
IND739,Nic30_A,hspAfrica1MiscAmerica,2
IND740,Nic21_C,hspAfrica1MiscAmerica,2
IND741,MM2005-72,hspAfrica1MiscAmerica,2
IND742,MX-2004-102,hspAfrica1MiscAmerica,2
IND743,HpGP-PER-140,hspAfrica1MiscAmerica,2
IND744,PeCan18,hspAfrica1MiscAmerica,2
IND745,HpGP-PER-112,hspAfrica1MiscAmerica,2
IND746,HpGP-USA-411,hspAfrica1MiscAmerica,2
IND747,HpGP-SPA-402,hspAfrica1MiscAmerica,2
IND748,HpGP-SPA-409,hspAfrica1MiscAmerica,2
IND749,HpGP-CAN-002,hspAfrica1MiscAmerica,2
IND750,HpGP-CAN-004,hspAfrica1MiscAmerica,2
IND751,HpGP-CRI-004,hspAfrica1NAmerica,2
IND752,HpGP-CRI-007,hspAfrica1NAmerica,2
IND753,HpGP-SPA-202,hspAfrica1NAmerica,2
IND754,HpGP-BRA-018,hspAfrica1NAmerica,2
IND755,HpGP-USA-428,hspAfrica1NAmerica,2
IND756,J99,hspAfrica1NAmerica,2
IND757,HpGP-USA-408,hspAfrica1NAmerica,2
IND758,HpGP-USA-413,hspAfrica1NAmerica,2
IND759,HpGP-COL-306,hspAfrica1NAmerica,2
IND760,HpGP-CAN-012,hspAfrica1NAmerica,2
IND761,HpGP-NGA-019,hspAfrica1NAmerica,2
IND762,HpGP-USA-003,hspAfrica1NAmerica,2
IND763,HpGP-COL-207,hspAfrica1NAmerica,2
IND764,HpGP-COL-208,hspAfrica1NAmerica,2
IND765,HpGP-BRA-014,hspAfrica1NAmerica,2
IND766,HpGP-USA-206,hspAfrica1NAmerica,2
IND767,HpGP-DOM-007,hspAfrica1NAmerica,2
IND768,HpGP-PER-013,hspAfrica1NAmerica,2
IND769,HpGP-PER-020,hspAfrica1NAmerica,2
IND770,HpGP-USA-104,hspAfrica1NAmerica,2
IND771,HpGP-USA-437,hspAfrica1NAmerica,2
IND772,HpGP-USA-415,hspAfrica1NAmerica,2
IND773,HpGP-USA-418,hspAfrica1NAmerica,2
IND774,HpGP-USA-434,hspAfrica1NAmerica,2
IND775,HpGP-USA-301,hspAfrica1NAmerica,2
IND776,HpGP-USA-311,hspAfrica1NAmerica,2
IND777,HpGP-USA-420,hspAfrica1NAmerica,2
IND778,HpGP-NGA-017,hspAfrica1NAmerica,2
IND779,NYPt273,hspAfrica1NAmerica,2
IND780,HpGP-ZAF-011,hspAfrica1NAmerica,2
IND781,SA161C,hspAfrica1NAmerica,2
IND782,HpGP-USA-105,hspAfrica1NAmerica,2
IND783,HpGP-USA-424,hspAfrica1NAmerica,2
IND784,HpGP-USA-409,hspAfrica1NAmerica,2
IND785,HpGP-USA-421,hspAfrica1NAmerica,2
IND786,HpGP-BRA-002,hspAfrica1NAmerica,2
IND787,HpGP-USA-102,hspAfrica1NAmerica,2
IND788,HpGP-USA-202,hspAfrica1NAmerica,2
IND789,HpGP-USA-433,hspAfrica1NAmerica,2
IND790,HpP_8,hspAfrica1NAmerica,2
IND791,HpGP-USA-429,hspAfrica1NAmerica,2
IND792,Hp-P-11,hspAfrica1NAmerica,2
IND793,HpGP-BRA-001,hspAfrica1NAmerica,2
IND794,Hp-P-13,hspAfrica1NAmerica,2
IND795,HpGP-USA-419,hspAfrica1NAmerica,2
IND796,HpGP-DOM-004,hspAfrica1NAmerica,2
IND797,HpGP-COL-205,hspAfrica1NAmerica,2
IND798,HpGP-PRI-005,hspAfrica1NAmerica,2
IND799,HpGP-DOM-011,hspAfrica1NAmerica,2
IND800,HpGP-USA-432,hspAfrica1NAmerica,2
IND801,HpGP-GHA-009,hspAfrica1NAmerica,2
IND802,HpGP-USA-305,hspAfrica1NAmerica,2
IND803,HpGP-USA-412,hspAfrica1NAmerica,2
IND804,NYPt310,hspAfrica1NAmerica,2
IND805,HpGP-USA-406,hspAfrica1NAmerica,2
IND806,NYPt189,hspAfrica1NAmerica,2
IND807,HpGP-USA-303,hspAfrica1NAmerica,2
IND808,HpGP-DOM-006,hspAfrica1NAmerica,2
IND809,HpGP-USA-306,hspAfrica1NAmerica,2
IND810,HpGP-GMB-009,hspAfrica1NAmerica,2
IND811,HpGP-USA-417,hspAfrica1NAmerica,2
IND812,HpGP-GHA-003,hspAfrica1NAmerica,2
IND813,HpGP-BRA-019,hspAfrica1NAmerica,2
IND814,HpGP-SPA-317,hspAfrica1NAmerica,2
IND815,HpGP-USA-416,hspAfrica1NAmerica,2
IND816,HpGP-USA-304,hspAfrica1NAmerica,2
IND817,GAM121Aii,hspAfrica1WAfrica,2
IND818,Gambia94-24,hspAfrica1WAfrica,2
IND819,GAM119Bi,hspAfrica1WAfrica,2
IND820,HpGP-GMB-007,hspAfrica1WAfrica,2
IND821,GAM120Ai,hspAfrica1WAfrica,2
IND822,HpGP-POR-004,hspAfrica1WAfrica,2
IND823,GAM115Ai,hspAfrica1WAfrica,2
IND824,HpGP-GMB-008,hspAfrica1WAfrica,2
IND825,GAM118Bi,hspAfrica1WAfrica,2
IND826,HpGP-GMB-004,hspAfrica1WAfrica,2
IND827,GAM103Bi,hspAfrica1WAfrica,2
IND828,HpGP-USA-427,hspAfrica1WAfrica,2
IND829,GAM100Ai,hspAfrica1WAfrica,2
IND830,HpGP-USA-403,hspAfrica1WAfrica,2
IND831,GAM245Ai,hspAfrica1WAfrica,2
IND832,GAM105Ai,hspAfrica1WAfrica,2
IND833,GAM239Bi,hspAfrica1WAfrica,2
IND834,HpGP-GMB-003,hspAfrica1WAfrica,2
IND835,GAM101Biv,hspAfrica1WAfrica,2
IND836,GAMchjs106B,hspAfrica1WAfrica,2
IND837,GAM201Ai,hspAfrica1WAfrica,2
IND838,HpGP-USA-435,hspAfrica1WAfrica,2
IND839,HpGP-HON-010,hspAfrica1SAfrica,2
IND840,HpGP-HON-021,hspAfrica1SAfrica,2
IND841,HpGP-HON-023,hspAfrica1SAfrica,2
IND842,HpGP-HON-015,hspAfrica1SAfrica,2
IND843,HpGP-PER-116,hspAfrica1SAfrica,2
IND844,HpGP-HON-012,hspAfrica1SAfrica,2
IND845,HpGP-HON-004,hspAfrica1SAfrica,2
IND846,HpGP-HON-019,hspAfrica1SAfrica,2
IND847,HpGP-HON-020,hspAfrica1SAfrica,2
IND848,HpGP-HON-017,hspAfrica1SAfrica,2
IND849,HpGP-HON-018,hspAfrica1SAfrica,2
IND850,HpGP-HON-007,hspAfrica1SAfrica,2
IND851,HpGP-HON-003,hspAfrica1SAfrica,2
IND852,Nic32_A,hspAfrica1SAfrica,2
IND853,HpGP-GTM-010,hspAfrica1SAfrica,2
IND854,HpGP-BRA-023,hspAfrica1SAfrica,2
IND855,HpGP-ARG-006,hspAfrica1SAfrica,2
IND856,HpGP-COL-318,hspAfrica1SAfrica,1
IND857,VE-HV055,hspAfrica1SAfrica,2
IND858,SA46C,hspAfrica1SAfrica,2
IND859,SA30C,hspAfrica1SAfrica,2
IND860,SA146C,hspAfrica1SAfrica,2
IND861,SA45C,hspAfrica1SAfrica,2
IND862,SA158C,hspAfrica1SAfrica,2
IND863,SA35C,hspAfrica1SAfrica,2
IND864,HpGP-ZAF-002,hspAfrica1SAfrica,2
IND865,SA170C,hspAfrica1SAfrica,2
IND866,HpGP-ZAF-004,hspAfrica1SAfrica,2
IND867,SA157A,hspAfrica1SAfrica,2
IND868,SA226A,hspAfrica1SAfrica,2
IND869,SA156C,hspAfrica1SAfrica,2
IND870,SA220C,hspAfrica1SAfrica,2
IND871,HpGP-ZAF-010,hspAfrica1SAfrica,2
IND872,SA227C,hspAfrica1SAfrica,2
IND873,SA168C,hspAfrica1SAfrica,2
IND874,SA252C,hspAfrica1SAfrica,2
IND875,HpGP-ZAF-008,hspAfrica1SAfrica,1
IND876,HpGP-COG-003,hspAfrica1SAfrica,2
IND877,HpGP-COG-007,hspAfrica1SAfrica,2
IND878,HpGP-COG-004,hspAfrica1SAfrica,2
IND879,HpGP-COG-010,hspAfrica1SAfrica,2
IND880,HpGP-COG-005,hspAfrica1SAfrica,2
IND881,HpGP-COG-008,hspAfrica1SAfrica,2
IND882,HpGP-COG-006,hspAfrica1SAfrica,2
IND883,HpGP-COG-011,hspAfrica1SAfrica,2
IND884,HpGP-COG-001,hspAfrica1SAfrica,2
IND885,HpGP-BRA-007,hspAfrica1SAfrica,2
IND886,HpGP-BRA-022,hspAfrica1SAfrica,2
IND887,HpGP-BRA-020,hspAfrica1SAfrica,2
IND888,HpGP-COG-009,hspAfrica1SAfrica,2
IND889,HpGP-POR-006,hspAfrica1SAfrica,2
IND890,HpGP-BRA-013,hspAfrica1SAfrica,2
IND891,HpGP-BRA-005,hspAfrica1SAfrica,2
IND892,HpGP-BRA-010,hspAfrica1SAfrica,2
IND893,K26A1,HpAfrica2,4
IND894,SA251C,HpAfrica2,4
IND895,SA144A,HpAfrica2,4
IND896,SA194C,HpAfrica2,4
IND897,SouthAfrica7,HpAfrica2,4
IND898,SA253C,HpAfrica2,4
IND899,SA155C,HpAfrica2,4
IND900,SA175A,HpAfrica2,4
IND901,SouthAfrica20,HpAfrica2,4
IND902,SA233C,HpAfrica2,4
IND903,HpGP-ZAF-001,HpAfrica2,4
IND904,SA166A,HpAfrica2,4
IND905,HpGP-ZAF-007,HpAfrica2,4
IND906,SA172C,HpAfrica2,4
IND907,SouthAfrica50,HpAfrica2,4
IND908,SA169C,HpAfrica2,4
IND909,HpGP-ZAF-006,HpAfrica2,4
IND910,SA29A,HpAfrica2,4
IND911,HpGP-ZAF-009,HpAfrica2,4
IND912,HpGP-JAP-102,hspUraI,3
IND913,HpGP-JAP-104,hspUraI,3
IND914,HpGP-KGZ-004,hspUraI,3
IND915,HpGP-KGZ-010,hspUraI,3
IND916,HpGP-KGZ-005,hspUraI,3
IND917,HpGP-KGZ-007,hspUraI,3
IND918,HpGP-LAT-029,hspUraI,3
IND919,HpGP-IDN-001,hspUraI,1
IND920,HpGP-IDN-007,hspUraI,5
IND921,HpGP-IDN-010,hspUraI,3
IND922,L7,hspUraI,3
IND923,HpGP-NPL-004,hspUraI,5
IND924,HpGP-NPL-007,hspUraI,5
IND925,Nentsy37,hspUraI,3
IND926,Nentsy90,hspUraI,3
IND927,Nentsy65,hspUraI,3
IND928,Nentsy29,hspUraI,3
IND929,Nentsy32,hspUraI,3
IND930,Khanty39,hspUraI,3
IND931,Nentsy38,hspUraI,3
IND932,Nentsy28,hspUraI,3
IND933,Khanty17,hspUraI,3
IND934,Khanty27,hspUraI,3
IND935,Khanty16,hspUraI,3
IND936,Khanty26,hspUraI,3
IND937,Nentsy82,hspUraI,3
IND938,Khanty30,hspUraI,3
IND939,Khanty40,hspUraI,3
IND940,HPJ071,hspSahul,6
IND941,HP99440,hspSahul,6
IND942,HPJ023,hspSahul,6
IND943,ausabrJ05,hspSahul,6
IND944,HPAS23,hspSahul,6
IND945,HPJ148,hspSahul,6
IND946,HPJ156,hspSahul,6
IND947,Neuguinea12,hspSahul,6
IND948,Neuguinea63,hspSahul,6
IND949,Neuguinea66,hspSahul,6
IND950,PNG84A,hspSahul,6
IND951,Neuguinea78,hspSahul,6
IND952,Neuguinea51,hspSahul,6
IND953,Neuguinea42,hspSahul,6
IND954,Neuguinea25,hspSahul,6
IND955,HpGP-IDN-011,hspSahul,6
IND956,ALA3,hpNorthAsia,5
IND957,Koryak37,hpNorthAsia,5
IND958,Koryak28,hpNorthAsia,5
IND959,Evenky58,hpNorthAsia,5
IND960,Sakhalin60,hpNorthAsia,5
IND961,Nanai40,hpNorthAsia,5
IND962,Even14,hpNorthAsia,5
IND963,Nentsy81,hpNorthAsia,5
IND964,Khanty04,hpNorthAsia,5
IND965,Khanty47,hpNorthAsia,5
IND966,Keto18,hpNorthAsia,5
IND967,Keto60,hpNorthAsia,5
IND968,Evenky73,hpNorthAsia,5
IND969,Evenky01,hpNorthAsia,5
IND970,Nanai30,hpNorthAsia,5
IND971,BURYAT9,hpNorthAsia,5
IND972,BURYAT14,hpNorthAsia,5
IND973,TUVAB18a,hpNorthAsia,5
IND974,Tuvac80,hpNorthAsia,5
IND975,Tuvac46,hpNorthAsia,5
IND976,Evenky11,hpNorthAsia,5
IND977,BURYAT27,hpNorthAsia,5
IND978,HpGP-KAZ-002,hpNorthAsia,5
IND979,mong44,hpNorthAsia,5
IND980,TUVAB15,hpNorthAsia,5
IND981,altai59,hpNorthAsia,5
IND982,mong49,hpNorthAsia,5
IND983,altai11,hpNorthAsia,5
IND984,BURYAT49,hpNorthAsia,5
IND985,BURYAT19,hpNorthAsia,5
IND986,Evenky65,hpNorthAsia,5
IND987,yak97,hpNorthAsia,5
IND988,HpGP-KGZ-006,hpNorthAsia,5
IND989,MX-2002-14,hspIndigenous,5
IND990,HpGP-MEX-028,hspIndigenous,5
IND991,Hui1764,hspIndigenous,5
IND992,Hui1766,hspIndigenous,5
IND993,HpGP-USA-205,hspIndigenous,5
IND994,MX-2004-125,hspIndigenous,5
IND995,Cuz20,hspIndigenous,5
IND996,Sat464,hspIndigenous,5
IND997,Shi112,hspIndigenous,5
IND998,Shi470,hspIndigenous,5
IND999,Shi169,hspIndigenous,5
IND1000,Shi417,hspIndigenous,5
IND1001,HpGP-PER-121,hspIndigenous,5
IND1002,v225d,hspIndigenous,5
IND1003,Hui1769,hspIndigenous,5
IND1004,HpGP-PER-019,hspIndigenous,5
IND1005,HpGP-PER-111,hspIndigenous,5
IND1006,HpGP-PER-138,hspIndigenous,5
IND1007,PeCan4,hspIndigenous,5
IND1008,HpGP-SPA-706,hspIndigenous,5
IND1009,Puno120,hspIndigenous,5
IND1010,HpGP-PER-011,hspIndigenous,5
IND1011,Puno135,hspIndigenous,5
IND1012,HpGP-CHI-105,hspIndigenous,5
IND1013,HpGP-CHI-116,hspIndigenous,5
IND1014,CAN-258,hspIndigenous,5
IND1015,CAN-095,hspIndigenous,5
IND1016,CAN-172,hspIndigenous,5
IND1017,CAN-136,hspIndigenous,5
IND1018,HpGP-CAN-011,hspIndigenous,5
IND1019,HpGP-CAN-006,hspIndigenous,5
IND1020,Aklavik86,hspIndigenous,5
IND1021,CAN-290,hspIndigenous,5
IND1022,HpGP-CAN-015,hspIndigenous,5
IND1023,HpGP-CAN-010,hspIndigenous,5
IND1024,CAN-019,hspIndigenous,5
IND1025,HpGP-CAN-018,hspIndigenous,5
IND1026,HpGP-CAN-016,hspIndigenous,5
IND1027,Ca-97-34,hspIndigenous,5
IND1028,HpGP-CAN-007,hspIndigenous,5
IND1029,Ca-97-30,hspIndigenous,5
IND1030,CAN-243,hspIndigenous,5
IND1031,ALA9,hspIndigenous,5
IND1032,Aklavik117,hspIndigenous,5
IND1033,ALA5,hspIndigenous,5
IND1034,HpGP-CAN-020,hspIndigenous,5
IND1035,HpGP-CAN-023,hspIndigenous,5
IND1036,HpGP-CAN-001,hspIndigenous,5
IND1037,CAN-196,hspIndigenous,5
IND1038,HpGP-CAN-019,hspIndigenous,5
IND1039,HpGP-MMR-009,HpAsia2,3
IND1040,Yangon179,HpAsia2,3
IND1041,HpGP-MMR-007,HpAsia2,3
IND1042,HpGP-MMR-012,HpAsia2,3
IND1043,HpGP-MMR-010,HpAsia2,3
IND1044,Myanmar66,HpAsia2,3
IND1045,HpGP-MMR-006,HpAsia2,3
IND1046,Yangon142,HpAsia2,3
IND1047,NAK7,HpAsia2,3
IND1048,Myanmar51,HpAsia2,3
IND1049,HpGP-MMR-001,HpAsia2,3
IND1050,India7,HpAsia2,3
IND1051,HpGP-MMR-004,HpAsia2,3
IND1052,HpGP-BGD-001,HpAsia2,3
IND1053,HpGP-MMR-011,HpAsia2,3
IND1054,HpGP-BGD-008,HpAsia2,3
IND1055,HpGP-BGD-002,HpAsia2,3
IND1056,HpGP-BGD-003,HpAsia2,3
IND1057,Myanmar52,HpAsia2,3
IND1058,HpGP-MMR-008,HpAsia2,3
IND1059,HpGP-MMR-002,HpAsia2,3
IND1060,HpGP-MMR-005,HpAsia2,3
IND1061,HpGP-USA-422,HpAsia2,3
IND1062,HpGP-MAL-017,HpAsia2,3
IND1063,HpGP-IND-010,HpAsia2,3
IND1064,HpGP-MAL-019,HpAsia2,3
IND1065,FD662,HpAsia2,3
IND1066,HpGP-MMR-003,HpAsia2,3
IND1067,HpGP-MAL-025,HpAsia2,3
IND1068,HpGP-MAL-004,HpAsia2,3
IND1069,HpGP-MAL-002,HpAsia2,3
IND1070,HpGP-MAL-016,HpAsia2,3
IND1071,HpGP-IND-007,HpAsia2,3
IND1072,HpGP-IND-008,HpAsia2,3
IND1073,HpGP-IND-001,HpAsia2,3
IND1074,HpGP-IND-009,HpAsia2,3
IND1075,HpGP-NPL-001,HpAsia2,3
IND1076,HpGP-NPL-011,HpAsia2,3
IND1077,NP05-272,HpAsia2,3
IND1078,HpGP-NPL-013,HpAsia2,3
IND1079,HpGP-NPL-003,HpAsia2,3
IND1080,NP04,HpAsia2,3
IND1081,NP05-112,HpAsia2,3
IND1082,HpGP-NPL-009,HpAsia2,3
IND1083,NP05-278,HpAsia2,3
IND1084,HpGP-NPL-008,HpAsia2,3
IND1085,NP05-121,HpAsia2,3
IND1086,NP05-107,HpAsia2,3
IND1087,HpGP-KOR-032,hspEAsia,5
IND1088,HpGP-KOR-052,hspEAsia,5
IND1089,HpGP-KOR-053,hspEAsia,5
IND1090,HpGP-KOR-050,hspEAsia,5
IND1091,HpGP-KOR-119,hspEAsia,5
IND1092,HpGP-KOR-012,hspEAsia,5
IND1093,52,hspEAsia,5
IND1094,HpGP-KOR-116,hspEAsia,5
IND1095,HpGP-KOR-007,hspEAsia,5
IND1096,HpGP-KOR-006,hspEAsia,5
IND1097,HpGP-KOR-002,hspEAsia,5
IND1098,HpGP-KOR-049,hspEAsia,5
IND1099,HpGP-ARG-008,hspEAsia,5
IND1100,HpGP-KOR-016,hspEAsia,5
IND1101,HpGP-KOR-115,hspEAsia,5
IND1102,HpGP-KOR-034,hspEAsia,5
IND1103,HpGP-KOR-111,hspEAsia,5
IND1104,HpGP-KOR-112,hspEAsia,5
IND1105,HpGP-KOR-036,hspEAsia,5
IND1106,HpGP-KOR-001,hspEAsia,5
IND1107,HpGP-KOR-110,hspEAsia,5
IND1108,HpGP-KOR-005,hspEAsia,5
IND1109,HpGP-KOR-045,hspEAsia,5
IND1110,HpGP-KOR-014,hspEAsia,5
IND1111,HpGP-KOR-021,hspEAsia,5
IND1112,HpGP-KOR-029,hspEAsia,5
IND1113,HpGP-KOR-051,hspEAsia,5
IND1114,HpGP-KOR-020,hspEAsia,5
IND1115,HpGP-KOR-024,hspEAsia,5
IND1116,HpGP-KOR-044,hspEAsia,5
IND1117,HpGP-KOR-035,hspEAsia,5
IND1118,HpGP-KOR-010,hspEAsia,5
IND1119,HpGP-KOR-101,hspEAsia,5
IND1120,HpGP-KOR-037,hspEAsia,5
IND1121,HpGP-ARG-010,hspEAsia,5
IND1122,HpGP-KOR-009,hspEAsia,5
IND1123,HpGP-KOR-046,hspEAsia,5
IND1124,HpGP-KOR-109,hspEAsia,5
IND1125,HpGP-KOR-013,hspEAsia,5
IND1126,HpGP-JAP-013,hspEAsia,5
IND1127,HpGP-KOR-105,hspEAsia,5
IND1128,HpGP-KOR-004,hspEAsia,5
IND1129,HpGP-ARG-009,hspEAsia,5
IND1130,HpGP-KOR-047,hspEAsia,5
IND1131,HpGP-KOR-025,hspEAsia,5
IND1132,HpGP-KOR-048,hspEAsia,5
IND1133,HpGP-JAP-112,hspEAsia,5
IND1134,HpGP-KOR-041,hspEAsia,5
IND1135,HpGP-KOR-022,hspEAsia,5
IND1136,HpGP-KOR-033,hspEAsia,5
IND1137,51,hspEAsia,5
IND1138,HpGP-KOR-117,hspEAsia,5
IND1139,HpGP-KOR-042,hspEAsia,5
IND1140,HpGP-KOR-019,hspEAsia,5
IND1141,HpGP-KOR-114,hspEAsia,5
IND1142,HpGP-KOR-043,hspEAsia,5
IND1143,HpGP-KOR-023,hspEAsia,5
IND1144,HpGP-JAP-017,hspEAsia,5
IND1145,HpGP-KOR-027,hspEAsia,5
IND1146,HpGP-KOR-118,hspEAsia,5
IND1147,HpGP-KOR-008,hspEAsia,5
IND1148,HpGP-KOR-028,hspEAsia,5
IND1149,HpGP-JAP-009,hspEAsia,5
IND1150,HpGP-CHN-008,hspEAsia,5
IND1151,XZ274,hspEAsia,5
IND1152,Yangon222,hspEAsia,5
IND1153,HpGP-CHN-007,hspEAsia,5
IND1154,HpGP-CHN-001,hspEAsia,5
IND1155,HpGP-CHN-009,hspEAsia,5
IND1156,HLJHP271,hspEAsia,5
IND1157,HpGP-CHN-003,hspEAsia,5
IND1158,HpGP-CHN-010,hspEAsia,5
IND1159,HpGP-CHN-005,hspEAsia,5
IND1160,HpGP-CHN-006,hspEAsia,5
IND1161,HpGP-CHN-002,hspEAsia,5
IND1162,HpGP-CHN-004,hspEAsia,5
IND1163,HLJHP253,hspEAsia,5
IND1164,HLJHP256,hspEAsia,5
IND1165,HLJHP193,hspEAsia,5
IND1166,HpGP-JAP-105,hspEAsia,5
IND1167,HpGP-JAP-106,hspEAsia,5
IND1168,HpGP-BRA-012,hspEAsia,5
IND1169,HpGP-JAP-114,hspEAsia,5
IND1170,HpGP-JAP-103,hspEAsia,5
IND1171,F16,hspEAsia,5
IND1172,HpGP-JAP-002,hspEAsia,5
IND1173,98-10,hspEAsia,5
IND1174,HpGP-JAP-015,hspEAsia,5
IND1175,CPY1124,hspEAsia,5
IND1176,F30,hspEAsia,5
IND1177,HpGP-JAP-111,hspEAsia,5
IND1178,HpGP-JAP-022,hspEAsia,5
IND1179,HpGP-JAP-019,hspEAsia,5
IND1180,HpGP-JAP-029,hspEAsia,5
IND1181,HpGP-JAP-021,hspEAsia,5
IND1182,35A,hspEAsia,5
IND1183,HpGP-JAP-016,hspEAsia,5
IND1184,HpGP-JAP-113,hspEAsia,5
IND1185,HpGP-JAP-028,hspEAsia,5
IND1186,HpGP-JAP-107,hspEAsia,5
IND1187,HpGP-JAP-109,hspEAsia,5
IND1188,HpGP-JAP-026,hspEAsia,5
IND1189,HpGP-TWN-030,hspEAsia,5
IND1190,HpGP-CHI-208,hspEAsia,5
IND1191,HpGP-IDN-002,hspEAsia,5
IND1192,HpGP-IDN-005,hspEAsia,5
IND1193,HpGP-IDN-008,hspEAsia,5
IND1194,HpGP-VNM-005,hspEAsia,5
IND1195,HpGP-VNM-006,hspEAsia,5
IND1196,HpGP-VNM-003,hspEAsia,5
IND1197,HpGP-VNM-002,hspEAsia,5
IND1198,HpGP-VNM-009,hspEAsia,5
IND1199,HpGP-VNM-007,hspEAsia,5
IND1200,HpGP-VNM-001,hspEAsia,5
IND1201,HpGP-VNM-004,hspEAsia,5
IND1202,HpGP-VNM-008,hspEAsia,5
IND1203,HpGP-TWN-006,hspEAsia,5
IND1204,HpGP-TWN-002,hspEAsia,5
IND1205,HpGP-SGP-024,hspEAsia,5
IND1206,HpGP-TWN-005,hspEAsia,5
IND1207,HpGP-SGP-015,hspEAsia,5
IND1208,HpGP-TWN-016,hspEAsia,5
IND1209,HpGP-TWN-024,hspEAsia,5
IND1210,HpGP-MAL-015,hspEAsia,5
IND1211,Yangon173,hspEAsia,5
IND1212,HpGP-TWN-021,hspEAsia,5
IND1213,Mandalay38,hspEAsia,5
IND1214,HpGP-TWN-003,hspEAsia,5
IND1215,HpGP-MAL-012,hspEAsia,5
IND1216,HpGP-SGP-019,hspEAsia,5
IND1217,HpGP-TWN-004,hspEAsia,5
IND1218,HpGP-SGP-036,hspEAsia,5
IND1219,HpGP-TWN-026,hspEAsia,5
IND1220,HpGP-MAL-018,hspEAsia,5
IND1221,HpGP-SGP-004,hspEAsia,5
IND1222,HpGP-SGP-009,hspEAsia,5
IND1223,HpGP-TWN-019,hspEAsia,5
IND1224,HpGP-TWN-020,hspEAsia,5
IND1225,HpGP-SGP-005,hspEAsia,5
IND1226,HpGP-TWN-022,hspEAsia,5
IND1227,HpGP-TWN-009,hspEAsia,5
