coincidence,IND1, IND2, IND3, IND4, IND5, IND6, IND7, IND8, IND9, IND10, IND11, IND12, IND13, IND14, IND15, IND16, IND17, IND18, IND19, IND20, IND21, IND22, IND23, IND24, IND25, IND26, IND27, IND28, IND29, IND30, IND31, IND32, IND33, IND34, IND35, IND36, IND37, IND38, IND39, IND40, IND41, IND42, IND43, IND44, IND45, IND46, IND47, IND48, IND49, IND50, IND51, IND52, IND53, IND54, IND55, IND56, IND57, IND58, IND59, IND60, IND61, IND62, IND63, IND64, IND65, IND66, IND67, IND68, IND69, IND70, IND71, IND72, IND73, IND74, IND75, IND76, IND77, IND78, IND79, IND80, IND81, IND82, IND83, IND84, IND85, IND86, IND87, IND88, IND89, IND90, IND91, IND92, IND93, IND94, IND95, IND96, IND97, IND98, IND99, IND100, IND101, IND102, IND103, IND104, IND105, IND106, IND107, IND108, IND109, IND110, IND111, IND112, IND113, IND114, IND115, IND116, IND117, IND118, IND119, IND120, IND121, IND122, IND123, IND124, IND125, IND126, IND127, IND128, IND129, IND130, IND131, IND132, IND133, IND134, IND135, IND136, IND137, IND138, IND139, IND140, IND141, IND142, IND143, IND144, IND145, IND146, IND147, IND148, IND149, IND150, IND151, IND152, IND153, IND154, IND155, IND156, IND157, IND158, IND159, IND160, IND161, IND162, IND163, IND164, IND165, IND166, IND167, IND168, IND169, IND170, IND171, IND172, IND173, IND174, IND175, IND176, IND177, IND178, IND179, IND180, IND181, IND182, IND183, IND184, IND185, IND186, IND187, IND188, IND189, IND190, IND191, IND192, IND193, IND194, IND195, IND196, IND197, IND198, IND199, IND200, IND201, IND202, IND203, IND204, IND205, IND206, IND207, IND208, IND209, IND210, IND211, IND212, IND213, IND214, IND215, IND216, IND217, IND218, IND219, IND220, IND221, IND222, IND223, IND224, IND225, IND226, IND227, IND228, IND229, IND230, IND231, IND232, IND233, IND234, IND235, IND236, IND237, IND238, IND239, IND240, IND241, IND242, IND243, IND244, IND245, IND246, IND247, IND248, IND249, IND250, IND251, IND252, IND253, IND254, IND255, IND256, IND257, IND258, IND259, IND260, IND261, IND262, IND263, IND264, IND265, IND266, IND267, IND268, IND269, IND270, IND271, IND272, IND273, IND274, IND275, IND276, IND277, IND278, IND279, IND280, IND281, IND282, IND283, IND284, IND285, IND286, IND287, IND288, IND289, IND290, IND291, IND292, IND293, IND294, IND295, IND296, IND297, IND298, IND299, IND300, IND301, IND302, IND303, IND304, IND305, IND306, IND307, IND308, IND309, IND310, IND311, IND312, IND313, IND314, IND315, IND316, IND317, IND318, IND319, IND320, IND321, IND322, IND323, IND324, IND325, IND326, IND327, IND328, IND329, IND330, IND331, IND332, IND333, IND334, IND335, IND336, IND337, IND338, IND339, IND340, IND341, IND342, IND343, IND344, IND345, IND346, IND347, IND348, IND349, IND350, IND351, IND352, IND353, IND354, IND355, IND356, IND357, IND358, IND359, IND360, IND361, IND362, IND363, IND364, IND365, IND366, IND367, IND368, IND369, IND370, IND371, IND372, IND373, IND374, IND375, IND376, IND377, IND378, IND379, IND380, IND381, IND382, IND383, IND384, IND385, IND386, IND387, IND388, IND389, IND390, IND391, IND392, IND393, IND394, IND395, IND396, IND397, IND398, IND399, IND400, IND401, IND402, IND403, IND404, IND405, IND406, IND407, IND408, IND409, IND410, IND411, IND412, IND413, IND414, IND415, IND416, IND417, IND418, IND419, IND420, IND421, IND422, IND423, IND424, IND425, IND426, IND427, IND428, IND429, IND430, IND431, IND432, IND433, IND434, IND435, IND436, IND437, IND438, IND439, IND440, IND441, IND442, IND443, IND444, IND445, IND446, IND447, IND448, IND449, IND450, IND451, IND452, IND453, IND454, IND455, IND456, IND457, IND458, IND459, IND460, IND461, IND462, IND463, IND464, IND465, IND466, IND467, IND468, IND469, IND470, IND471, IND472, IND473, IND474, IND475, IND476, IND477, IND478, IND479, IND480, IND481, IND482, IND483, IND484, IND485, IND486, IND487, IND488, IND489, IND490, IND491, IND492, IND493, IND494, IND495, IND496, IND497, IND498, IND499, IND500, IND501, IND502, IND503, IND504, IND505, IND506, IND507, IND508, IND509, IND510, IND511, IND512, IND513, IND514, IND515, IND516, IND517, IND518, IND519, IND520, IND521, IND522, IND523, IND524, IND525, IND526, IND527, IND528, IND529, IND530, IND531, IND532, IND533, IND534, IND535, IND536, IND537, IND538, IND539, IND540, IND541, IND542, IND543, IND544, IND545, IND546, IND547, IND548, IND549, IND550, IND551, IND552, IND553, IND554, IND555, IND556, IND557, IND558, IND559, IND560, IND561, IND562, IND563, IND564, IND565, IND566, IND567, IND568, IND569, IND570, IND571, IND572, IND573, IND574, IND575, IND576, IND577, IND578, IND579, IND580, IND581, IND582, IND583, IND584, IND585, IND586, IND587, IND588, IND589, IND590, IND591, IND592, IND593, IND594, IND595, IND596, IND597, IND598, IND599, IND600, IND601, IND602, IND603, IND604, IND605, IND606, IND607, IND608, IND609, IND610, IND611, IND612, IND613, IND614, IND615, IND616, IND617, IND618, IND619, IND620, IND621, IND622, IND623, IND624, IND625, IND626, IND627, IND628, IND629, IND630, IND631, IND632, IND633, IND634, IND635, IND636, IND637, IND638, IND639, IND640, IND641, IND642, IND643, IND644, IND645, IND646, IND647, IND648, IND649, IND650, IND651, IND652, IND653, IND654, IND655, IND656, IND657, IND658, IND659, IND660, IND661, IND662, IND663, IND664, IND665, IND666, IND667, IND668, IND669, IND670, IND671, IND672, IND673, IND674, IND675, IND676, IND677, IND678, IND679, IND680, IND681, IND682, IND683, IND684, IND685, IND686, IND687, IND688, IND689, IND690, IND691, IND692, IND693, IND694, IND695, IND696, IND697, IND698, IND699, IND700, IND701, IND702, IND703, IND704, IND705, IND706, IND707, IND708, IND709, IND710, IND711, IND712, IND713, IND714, IND715, IND716, IND717, IND718, IND719, IND720, IND721, IND722, IND723, IND724, IND725, IND726, IND727, IND728, IND729, IND730, IND731, IND732, IND733, IND734, IND735, IND736, IND737, IND738, IND739, IND740, IND741, IND742, IND743, IND744, IND745, IND746, IND747, IND748, IND749, IND750, IND751, IND752, IND753, IND754, IND755, IND756, IND757, IND758, IND759, IND760, IND761, IND762, IND763, IND764, IND765, IND766, IND767, IND768, IND769, IND770, IND771, IND772, IND773, IND774, IND775, IND776, IND777, IND778, IND779, IND780, IND781, IND782, IND783, IND784, IND785, IND786, IND787, IND788, IND789, IND790, IND791, IND792, IND793, IND794, IND795, IND796, IND797, IND798, IND799, IND800, IND801, IND802, IND803, IND804, IND805, IND806, IND807, IND808, IND809, IND810, IND811, IND812, IND813, IND814, IND815, IND816, IND817, IND818, IND819, IND820, IND821, IND822, IND823, IND824, IND825, IND826, IND827, IND828, IND829, IND830, IND831, IND832, IND833, IND834, IND835, IND836, IND837, IND838, IND839, IND840, IND841, IND842, IND843, IND844, IND845, IND846, IND847, IND848, IND849, IND850, IND851, IND852, IND853, IND854, IND855, IND856, IND857, IND858, IND859, IND860, IND861, IND862, IND863, IND864, IND865, IND866, IND867, IND868, IND869, IND870, IND871, IND872, IND873, IND874, IND875, IND876, IND877, IND878, IND879, IND880, IND881, IND882, IND883, IND884, IND885, IND886, IND887, IND888, IND889, IND890, IND891, IND892, IND893, IND894, IND895, IND896, IND897, IND898, IND899, IND900, IND901, IND902, IND903, IND904, IND905, IND906, IND907, IND908, IND909, IND910, IND911, IND912, IND913, IND914, IND915, IND916, IND917, IND918, IND919, IND920, IND921, IND922, IND923, IND924, IND925, IND926, IND927, IND928, IND929, IND930, IND931, IND932, IND933, IND934, IND935, IND936, IND937, IND938, IND939, IND940, IND941, IND942, IND943, IND944, IND945, IND946, IND947, IND948, IND949, IND950, IND951, IND952, IND953, IND954, IND955, IND956, IND957, IND958, IND959, IND960, IND961, IND962, IND963, IND964, IND965, IND966, IND967, IND968, IND969, IND970, IND971, IND972, IND973, IND974, IND975, IND976, IND977, IND978, IND979, IND980, IND981, IND982, IND983, IND984, IND985, IND986, IND987, IND988, IND989, IND990, IND991, IND992, IND993, IND994, IND995, IND996, IND997, IND998, IND999, IND1000, IND1001, IND1002, IND1003, IND1004, IND1005, IND1006, IND1007, IND1008, IND1009, IND1010, IND1011, IND1012, IND1013, IND1014, IND1015, IND1016, IND1017, IND1018, IND1019, IND1020, IND1021, IND1022, IND1023, IND1024, IND1025, IND1026, IND1027, IND1028, IND1029, IND1030, IND1031, IND1032, IND1033, IND1034, IND1035, IND1036, IND1037, IND1038, IND1039, IND1040, IND1041, IND1042, IND1043, IND1044, IND1045, IND1046, IND1047, IND1048, IND1049, IND1050, IND1051, IND1052, IND1053, IND1054, IND1055, IND1056, IND1057, IND1058, IND1059, IND1060, IND1061, IND1062, IND1063, IND1064, IND1065, IND1066, IND1067, IND1068, IND1069, IND1070, IND1071, IND1072, IND1073, IND1074, IND1075, IND1076, IND1077, IND1078, IND1079, IND1080, IND1081, IND1082, IND1083, IND1084, IND1085, IND1086, IND1087, IND1088, IND1089, IND1090, IND1091, IND1092, IND1093, IND1094, IND1095, IND1096, IND1097, IND1098, IND1099, IND1100, IND1101, IND1102, IND1103, IND1104, IND1105, IND1106, IND1107, IND1108, IND1109, IND1110, IND1111, IND1112, IND1113, IND1114, IND1115, IND1116, IND1117, IND1118, IND1119, IND1120, IND1121, IND1122, IND1123, IND1124, IND1125, IND1126, IND1127, IND1128, IND1129, IND1130, IND1131, IND1132, IND1133, IND1134, IND1135, IND1136, IND1137, IND1138, IND1139, IND1140, IND1141, IND1142, IND1143, IND1144, IND1145, IND1146, IND1147, IND1148, IND1149, IND1150, IND1151, IND1152, IND1153, IND1154, IND1155, IND1156, IND1157, IND1158, IND1159, IND1160, IND1161, IND1162, IND1163, IND1164, IND1165, IND1166, IND1167, IND1168, IND1169, IND1170, IND1171, IND1172, IND1173, IND1174, IND1175, IND1176, IND1177, IND1178, IND1179, IND1180, IND1181, IND1182, IND1183, IND1184, IND1185, IND1186, IND1187, IND1188, IND1189, IND1190, IND1191, IND1192, IND1193, IND1194, IND1195, IND1196, IND1197, IND1198, IND1199, IND1200, IND1201, IND1202, IND1203, IND1204, IND1205, IND1206, IND1207, IND1208, IND1209, IND1210, IND1211, IND1212, IND1213, IND1214, IND1215, IND1216, IND1217, IND1218, IND1219, IND1220, IND1221, IND1222, IND1223, IND1224, IND1225, IND1226, IND1227, IND1228, IND1229, IND1230, IND1231, IND1232, IND1233, IND1234, IND1235, IND1236, IND1237, IND1238, IND1239, IND1240, IND1241, IND1242, IND1243, IND1244, IND1245, IND1246, IND1247, IND1248, IND1249, IND1250, IND1251, IND1252, IND1253, IND1254, IND1255, IND1256, IND1257, IND1258, IND1259, IND1260, IND1261, IND1262, IND1263, IND1264, IND1265, IND1266, IND1267
IND1, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND2, 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND3, 0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
